County,State,Commodity,Corn_Yield_BuAcre_2022,PrecisionAg_Usage_Range,PrecisionAg_Usage_Midpoint_2022 (%),Controlled_Traffic_Farming_2021,Soil_Moisture_Monitoring_Y2_Y5_2021,Precision_Pesticide_Application_2021,Precision_Ag_Nutrient_Loss_Reduction_2021,Net_CSP_Incentive_2021,High_CSP_Incentive,High_Precision_Usage
ALLEN,KENTUCKY,CORN,145.1,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
BARREN,KENTUCKY,CORN,128.8,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
BRECKINRIDGE,KENTUCKY,CORN,146.4,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
BUTLER,KENTUCKY,CORN,182.6,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
CASEY,KENTUCKY,CORN,164.1,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
CLINTON,KENTUCKY,CORN,161.8,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
CUMBERLAND,KENTUCKY,CORN,162.6,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
EDMONSON,KENTUCKY,CORN,154.9,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
GRAYSON,KENTUCKY,CORN,163.8,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
GREEN,KENTUCKY,CORN,149,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
HARDIN,KENTUCKY,CORN,154.4,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
HART,KENTUCKY,CORN,128.4,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
LARUE,KENTUCKY,CORN,166.4,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
MARION,KENTUCKY,CORN,145.5,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
MEADE,KENTUCKY,CORN,163.8,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
METCALFE,KENTUCKY,CORN,146.3,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
MONROE,KENTUCKY,CORN,161.4,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
RUSSELL,KENTUCKY,CORN,179.1,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
TAYLOR,KENTUCKY,CORN,163.2,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
WARREN,KENTUCKY,CORN,160.8,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
BREATHITT,KENTUCKY,CORN,115,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
ESTILL,KENTUCKY,CORN,149.7,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
GREENUP,KENTUCKY,CORN,140.9,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
JACKSON,KENTUCKY,CORN,124,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
JOHNSON,KENTUCKY,CORN,96,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
KNOX,KENTUCKY,CORN,145.3,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
LAUREL,KENTUCKY,CORN,113.3,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
MENIFEE,KENTUCKY,CORN,131.2,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
MORGAN,KENTUCKY,CORN,132.6,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
OWSLEY,KENTUCKY,CORN,140,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
PULASKI,KENTUCKY,CORN,173.5,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
ROCKCASTLE,KENTUCKY,CORN,145.5,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
ROWAN,KENTUCKY,CORN,151.3,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
WAYNE,KENTUCKY,CORN,189.5,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
WHITLEY,KENTUCKY,CORN,157.1,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
CALDWELL,KENTUCKY,CORN,120.2,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
CHRISTIAN,KENTUCKY,CORN,129.7,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
CRITTENDEN,KENTUCKY,CORN,176.3,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
DAVIESS,KENTUCKY,CORN,176.7,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
HENDERSON,KENTUCKY,CORN,182.3,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
LOGAN,KENTUCKY,CORN,142.3,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
MCLEAN,KENTUCKY,CORN,185.4,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
MUHLENBERG,KENTUCKY,CORN,172.8,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
OHIO,KENTUCKY,CORN,198.2,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
SIMPSON,KENTUCKY,CORN,138.1,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
TODD,KENTUCKY,CORN,139,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
UNION,KENTUCKY,CORN,197.9,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
WEBSTER,KENTUCKY,CORN,181.5,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
BRACKEN,KENTUCKY,CORN,141,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
CAMPBELL,KENTUCKY,CORN,140.6,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
CARROLL,KENTUCKY,CORN,158,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
KENTON,KENTUCKY,CORN,154.3,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
OWEN,KENTUCKY,CORN,161.4,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
PENDLETON,KENTUCKY,CORN,169.2,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
TRIMBLE,KENTUCKY,CORN,161.8,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
BALLARD,KENTUCKY,CORN,169.2,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
CALLOWAY,KENTUCKY,CORN,96.4,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
CARLISLE,KENTUCKY,CORN,152,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
FULTON,KENTUCKY,CORN,120.5,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
GRAVES,KENTUCKY,CORN,120.9,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
HICKMAN,KENTUCKY,CORN,124,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
LIVINGSTON,KENTUCKY,CORN,137.6,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
TRIGG,KENTUCKY,CORN,113.8,20 to 29.9%,25,,19.06,11.13,15.23,15.14,1,0
OTHER COUNTIES,LOUISIANA,CORN,143.4,10 to 19.9%,15,8.34,19.93,10.9,14.77,13.48,0,0
AVOYELLES,LOUISIANA,CORN,179.1,10 to 19.9%,15,8.34,19.93,10.9,14.77,13.48,0,0
CATAHOULA,LOUISIANA,CORN,177.5,10 to 19.9%,15,8.34,19.93,10.9,14.77,13.48,0,0
CONCORDIA,LOUISIANA,CORN,192.3,10 to 19.9%,15,8.34,19.93,10.9,14.77,13.48,0,0
GRANT,LOUISIANA,CORN,138.8,10 to 19.9%,15,8.34,19.93,10.9,14.77,13.48,0,0
POINTE COUPEE,LOUISIANA,CORN,179.3,10 to 19.9%,15,8.34,19.93,10.9,14.77,13.48,0,0
RAPIDES,LOUISIANA,CORN,164.5,10 to 19.9%,15,8.34,19.93,10.9,14.77,13.48,0,0
SAINT LANDRY,LOUISIANA,CORN,167.6,10 to 19.9%,15,8.34,19.93,10.9,14.77,13.48,0,0
WASHINGTON,LOUISIANA,CORN,138.1,10 to 19.9%,15,8.34,19.93,10.9,14.77,13.48,0,0
OUACHITA,LOUISIANA,CORN,167.1,10 to 19.9%,15,8.34,19.93,10.9,14.77,13.48,0,0
EAST CARROLL,LOUISIANA,CORN,166.2,10 to 19.9%,15,8.34,19.93,10.9,14.77,13.48,0,0
FRANKLIN,LOUISIANA,CORN,172.7,10 to 19.9%,15,8.34,19.93,10.9,14.77,13.48,0,0
MADISON,LOUISIANA,CORN,160.4,10 to 19.9%,15,8.34,19.93,10.9,14.77,13.48,0,0
MOREHOUSE,LOUISIANA,CORN,188.7,10 to 19.9%,15,8.34,19.93,10.9,14.77,13.48,0,0
RICHLAND,LOUISIANA,CORN,186.6,10 to 19.9%,15,8.34,19.93,10.9,14.77,13.48,0,0
TENSAS,LOUISIANA,CORN,163,10 to 19.9%,15,8.34,19.93,10.9,14.77,13.48,0,0
WEST CARROLL,LOUISIANA,CORN,168.1,10 to 19.9%,15,8.34,19.93,10.9,14.77,13.48,0,0
CADDO,LOUISIANA,CORN,139.9,10 to 19.9%,15,8.34,19.93,10.9,14.77,13.48,0,0
RED RIVER,LOUISIANA,CORN,129.1,10 to 19.9%,15,8.34,19.93,10.9,14.77,13.48,0,0
BEAUREGARD,LOUISIANA,CORN,127.8,10 to 19.9%,15,8.34,19.93,10.9,14.77,13.48,0,0
NATCHITOCHES,LOUISIANA,CORN,126.7,10 to 19.9%,15,8.34,19.93,10.9,14.77,13.48,0,0
OTHER COUNTIES,MARYLAND,CORN,161.9,20 to 29.9%,25,,,,,,0,0
DORCHESTER,MARYLAND,CORN,160.5,20 to 29.9%,25,,,,,,0,0
SOMERSET,MARYLAND,CORN,131.9,20 to 29.9%,25,,,,,,0,0
WICOMICO,MARYLAND,CORN,149.1,20 to 29.9%,25,,,,,,0,0
WORCESTER,MARYLAND,CORN,151.1,20 to 29.9%,25,,,,,,0,0
BALTIMORE,MARYLAND,CORN,175.3,20 to 29.9%,25,,,,,,0,0
CARROLL,MARYLAND,CORN,178.2,20 to 29.9%,25,,,,,,0,0
FREDERICK,MARYLAND,CORN,159.5,20 to 29.9%,25,,,,,,0,0
HARFORD,MARYLAND,CORN,172.5,20 to 29.9%,25,,,,,,0,0
WASHINGTON,MARYLAND,CORN,147.3,20 to 29.9%,25,,,,,,0,0
ANNE ARUNDEL,MARYLAND,CORN,163,20 to 29.9%,25,,,,,,0,0
CALVERT,MARYLAND,CORN,154.2,20 to 29.9%,25,,,,,,0,0
ST MARYS,MARYLAND,CORN,142.2,20 to 29.9%,25,,,,,,0,0
CAROLINE,MARYLAND,CORN,174.3,20 to 29.9%,25,,,,,,0,0
CECIL,MARYLAND,CORN,178.7,20 to 29.9%,25,,,,,,0,0
KENT,MARYLAND,CORN,172.4,20 to 29.9%,25,,,,,,0,0
QUEEN ANNES,MARYLAND,CORN,179.6,20 to 29.9%,25,,,,,,0,0
TALBOT,MARYLAND,CORN,155.3,20 to 29.9%,25,,,,,,0,0
GARRETT,MARYLAND,CORN,147.2,20 to 29.9%,25,,,,,,0,0
OTHER COUNTIES,MICHIGAN,CORN,163.2,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
CLARE,MICHIGAN,CORN,138.6,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
GLADWIN,MICHIGAN,CORN,147.5,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
GRATIOT,MICHIGAN,CORN,170.9,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
ISABELLA,MICHIGAN,CORN,161.2,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
MECOSTA,MICHIGAN,CORN,135.7,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
MIDLAND,MICHIGAN,CORN,179.5,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
MONTCALM,MICHIGAN,CORN,157.5,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
OSCEOLA,MICHIGAN,CORN,156,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
ARENAC,MICHIGAN,CORN,155.7,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
BAY,MICHIGAN,CORN,172.3,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
HURON,MICHIGAN,CORN,164.2,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
SAGINAW,MICHIGAN,CORN,171.7,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
SANILAC,MICHIGAN,CORN,175.3,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
TUSCOLA,MICHIGAN,CORN,169.2,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
ALPENA,MICHIGAN,CORN,134.8,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
IOSCO,MICHIGAN,CORN,137.3,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
OGEMAW,MICHIGAN,CORN,151.8,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
OTSEGO,MICHIGAN,CORN,81.4,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
PRESQUE ISLE,MICHIGAN,CORN,96.8,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
CHARLEVOIX,MICHIGAN,CORN,112.2,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
EMMET,MICHIGAN,CORN,106,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
GRAND TRAVERSE,MICHIGAN,CORN,112.5,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
LEELANAU,MICHIGAN,CORN,89.9,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
MANISTEE,MICHIGAN,CORN,124.1,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
MISSAUKEE,MICHIGAN,CORN,160.3,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
WEXFORD,MICHIGAN,CORN,130.2,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
BARRY,MICHIGAN,CORN,171.9,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
BRANCH,MICHIGAN,CORN,172.8,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
CALHOUN,MICHIGAN,CORN,185.8,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
CLINTON,MICHIGAN,CORN,161.6,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
EATON,MICHIGAN,CORN,181.1,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
HILLSDALE,MICHIGAN,CORN,186.5,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
INGHAM,MICHIGAN,CORN,176.6,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
IONIA,MICHIGAN,CORN,187.5,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
JACKSON,MICHIGAN,CORN,170.9,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
SHIAWASSEE,MICHIGAN,CORN,150.6,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
ST JOSEPH,MICHIGAN,CORN,147.3,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
GENESEE,MICHIGAN,CORN,146.7,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
LAPEER,MICHIGAN,CORN,159.1,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
LENAWEE,MICHIGAN,CORN,188.7,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
LIVINGSTON,MICHIGAN,CORN,153.9,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
MACOMB,MICHIGAN,CORN,157.6,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
MONROE,MICHIGAN,CORN,181.1,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
OAKLAND,MICHIGAN,CORN,142.6,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
ST CLAIR,MICHIGAN,CORN,146.7,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
WASHTENAW,MICHIGAN,CORN,165.8,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
WAYNE,MICHIGAN,CORN,120.4,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
ALLEGAN,MICHIGAN,CORN,174.3,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
BERRIEN,MICHIGAN,CORN,174.8,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
CASS,MICHIGAN,CORN,162.6,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
KENT,MICHIGAN,CORN,163.5,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
OTTAWA,MICHIGAN,CORN,178.3,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
DELTA,MICHIGAN,CORN,89.7,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
DICKINSON,MICHIGAN,CORN,108.9,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
MENOMINEE,MICHIGAN,CORN,91.3,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
MASON,MICHIGAN,CORN,166.8,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
MUSKEGON,MICHIGAN,CORN,168,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
NEWAYGO,MICHIGAN,CORN,174,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
OCEANA,MICHIGAN,CORN,154.1,20 to 29.9%,25,8.36,21.46,11.88,15.8,14.38,0,0
OTHER COUNTIES,MINNESOTA,CORN,182.7,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
BENTON,MINNESOTA,CORN,180.3,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
CARVER,MINNESOTA,CORN,194.8,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
MCLEOD,MINNESOTA,CORN,193.5,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
MEEKER,MINNESOTA,CORN,181,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
MORRISON,MINNESOTA,CORN,175.9,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
RENVILLE,MINNESOTA,CORN,212.8,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
SCOTT,MINNESOTA,CORN,186.5,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
SHERBURNE,MINNESOTA,CORN,177.5,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
SIBLEY,MINNESOTA,CORN,206.4,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
STEARNS,MINNESOTA,CORN,185.4,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
TODD,MINNESOTA,CORN,164.9,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
WADENA,MINNESOTA,CORN,159,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
WRIGHT,MINNESOTA,CORN,188.9,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
AITKIN,MINNESOTA,CORN,143.9,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
ANOKA,MINNESOTA,CORN,152.4,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
CARLTON,MINNESOTA,CORN,120.9,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
CHISAGO,MINNESOTA,CORN,177.3,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
CROW WING,MINNESOTA,CORN,151.8,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
HENNEPIN,MINNESOTA,CORN,170.5,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
ISANTI,MINNESOTA,CORN,166.4,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
KANABEC,MINNESOTA,CORN,173.9,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
MILLE LACS,MINNESOTA,CORN,151.7,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
PINE,MINNESOTA,CORN,161.2,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
WASHINGTON,MINNESOTA,CORN,171.8,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
BELTRAMI,MINNESOTA,CORN,128.7,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
CASS,MINNESOTA,CORN,136.9,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
HUBBARD,MINNESOTA,CORN,100.5,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
ITASCA,MINNESOTA,CORN,116,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
KOOCHICHING,MINNESOTA,CORN,132.4,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
BECKER,MINNESOTA,CORN,163,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
MAHNOMEN,MINNESOTA,CORN,167.5,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
MARSHALL,MINNESOTA,CORN,154.5,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
POLK,MINNESOTA,CORN,160.3,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
RED LAKE,MINNESOTA,CORN,165.4,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
BLUE EARTH,MINNESOTA,CORN,219.8,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
BROWN,MINNESOTA,CORN,208.6,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
FARIBAULT,MINNESOTA,CORN,216.3,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
FREEBORN,MINNESOTA,CORN,215,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
LE SUEUR,MINNESOTA,CORN,211,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
MARTIN,MINNESOTA,CORN,224.9,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
NICOLLET,MINNESOTA,CORN,207.5,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
RICE,MINNESOTA,CORN,216.5,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
STEELE,MINNESOTA,CORN,217.3,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
WASECA,MINNESOTA,CORN,215.1,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
WATONWAN,MINNESOTA,CORN,212.5,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
DAKOTA,MINNESOTA,CORN,190.7,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
DODGE,MINNESOTA,CORN,221.5,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
FILLMORE,MINNESOTA,CORN,198.5,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
GOODHUE,MINNESOTA,CORN,209.9,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
HOUSTON,MINNESOTA,CORN,203,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
MOWER,MINNESOTA,CORN,218,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
OLMSTED,MINNESOTA,CORN,206.8,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
WABASHA,MINNESOTA,CORN,203.4,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
WINONA,MINNESOTA,CORN,205.6,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
COTTONWOOD,MINNESOTA,CORN,213.4,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
JACKSON,MINNESOTA,CORN,213.3,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
LYON,MINNESOTA,CORN,176,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
MURRAY,MINNESOTA,CORN,191.9,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
NOBLES,MINNESOTA,CORN,201.8,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
PIPESTONE,MINNESOTA,CORN,166.7,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
REDWOOD,MINNESOTA,CORN,189.6,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
ROCK,MINNESOTA,CORN,196.8,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
BIG STONE,MINNESOTA,CORN,170.8,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
CHIPPEWA,MINNESOTA,CORN,199.7,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
DOUGLAS,MINNESOTA,CORN,181.1,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
GRANT,MINNESOTA,CORN,186.7,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
OTTER TAIL,MINNESOTA,CORN,164.8,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
POPE,MINNESOTA,CORN,180.8,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
STEVENS,MINNESOTA,CORN,179.2,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
SWIFT,MINNESOTA,CORN,193.6,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
TRAVERSE,MINNESOTA,CORN,166.3,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
WILKIN,MINNESOTA,CORN,156.5,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
YELLOW MEDICINE,MINNESOTA,CORN,191,40 to 49.9%,45,,24.46,12.03,15.87,17.45,1,1
OTHER COUNTIES,MISSISSIPPI,CORN,135.9,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
CARROLL,MISSISSIPPI,CORN,162.1,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
HOLMES,MISSISSIPPI,CORN,172,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
MADISON,MISSISSIPPI,CORN,175.9,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
MONTGOMERY,MISSISSIPPI,CORN,155.3,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
RANKIN,MISSISSIPPI,CORN,143.4,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
WEBSTER,MISSISSIPPI,CORN,114.7,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
CHICKASAW,MISSISSIPPI,CORN,90.7,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
CLAY,MISSISSIPPI,CORN,117.1,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
LOWNDES,MISSISSIPPI,CORN,100.9,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
MONROE,MISSISSIPPI,CORN,74.9,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
NOXUBEE,MISSISSIPPI,CORN,136.4,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
HUMPHREYS,MISSISSIPPI,CORN,177.8,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
LEFLORE,MISSISSIPPI,CORN,192.7,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
SHARKEY,MISSISSIPPI,CORN,202.3,10 to 19.9%,15,,17.63,11.17,15.3,14.7,1,0
